fecha;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad;inasistencia
MARZO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;7;tarde;Ma-Jue;77;58;EN LINEA;19
MARZO 2023;TPDA-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSICOLÓGICO DEL ADULTO;1;tarde;Ma-Jue;87;71;EN LINEA;16
MARZO 2023;GRIP-I;Fac_CiSo;IDIOMAS;GRAMÁTICA INGLESA PRAGMÁTICA;1;tarde;Ma-Jue;48;39;EN LINEA;9
MARZO 2023;TER3-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES III;2;tarde;Ma-Jue;14;8;EN LINEA;6
MARZO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;5;tarde;Ma-Jue;53;53;EN LINEA;0
MARZO 2023;ESTR-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTUDIO DEL TRABAJO;1;tarde;Ma-Jue;78;71;EN LINEA;7
MARZO 2023;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;2;tarde;Ma-Jue;111;76;EN LINEA;35
MARZO 2023;METI-H;Fac_CiEmp;NEGOCIOS;MÉTODOS DE INVESTIGACIÓN;4;tarde;Ma-Jue;129;102;EN LINEA;27
MARZO 2023;DEC3-D06;Fac_Der;DERECHO;DERECHO CIVIL III;2;tarde;Ma-Jue;87;65;EN LINEA;22
MARZO 2023;LCI1-H;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS I;1;tarde;Ma-Jue;49;34;EN LINEA;15
MARZO 2023;FOTO-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA;1;mañana;Lu-Vie;31;25;PRESENCIAL;6
MARZO 2023;DEC3-D06;Fac_Der;DERECHO;DERECHO CIVIL III;1;mañana;Lu-Vie;73;58;EN LINEA;15
MARZO 2023;COAD-E;Fac_CiEmp;NEGOCIOS;CONSULTORÍA ADMINISTRATIVA;1;mañana;Lu-Vie;25;17;EN LINEA;8
MARZO 2023;PROG2-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN II;1;mañana;Lu-Vie;67;45;EN LINEA;22
MARZO 2023;ET2Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTROL ESTADÍSTICO DE LA CALIDAD (ETC2);1;mañana;Lu-Vie;45;30;EN LINEA;15
MARZO 2023;BAS2-I;Fac_InCa;INFORMATICA;BASE DE DATOS II;1;mañana;Lu-Vie;67;50;PRESENCIAL;17
MARZO 2023;MATT-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;24;15;PRESENCIAL;9
MARZO 2023;INI2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS II;1;mañana;Lu-Mie-Vie;51;20;EN LINEA;31
MARZO 2023;INGC3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES III;1;mañana;Lu-Mie-Vie;14;5;EN LINEA;9
MARZO 2023;ET1Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;NORMAS ISO (ET);1;mañana;Lu-Vie;85;44;EN LINEA;41
MARZO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;1;mañana;Lu-Vie;16;10;PRESENCIAL;6
MARZO 2023;COI2-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CONST. E INSTALACIÓN II;1;mañana;Lu-Vie;44;29;EN LINEA;15
MARZO 2023;OPFAI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO I (OPERACIONES DE FABRICACIÓN);1;mañana;Lu-Mie-Vie;17;11;EN LINEA;6
MARZO 2023;ETI2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MANEJO DE MATERIALES Y ADMINISTRACIÓN DE ALMACENES;1;mañana;Lu-Vie;91;60;EN LINEA;31
MARZO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;1;mañana;Lu-Vie;59;40;EN LINEA;19
MARZO 2023;IA1-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO I;1;mañana;Lu-Mie-Vie;47;40;PRESENCIAL;7
MARZO 2023;INI1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS I;1;mañana;Lu-Mie-Vie;87;67;EN LINEA;20
MARZO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;1;mañana;Lu-Vie;49;39;PRESENCIAL;10
MARZO 2023;MESO-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA SOCIAL;1;mañana;Lu-Vie;45;42;EN LINEA;3
MARZO 2023;PRD1-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE I;1;mañana;Lu-Vie;81;70;EN LINEA;11
MARZO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;3;mañana;Lu-Vie;64;51;EN LINEA;13
MARZO 2023;INGC6-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VI;1;mañana;Lu-Mie-Vie;13;6;EN LINEA;7
MARZO 2023;INI7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS VII;1;mañana;Lu-Mie-Vie;27;19;EN LINEA;8
MARZO 2023;MEVI-H;Fac_CiSo;PSICOLOGIA;MÉTODO EVALUACIÓN INFANTIL;1;mañana;Lu-Vie;102;92;EN LINEA;10
MARZO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;1;mañana;Lu-Vie;100;80;EN LINEA;20
MARZO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;1;mañana;Lu-Vie;53;50;EN LINEA;3
MARZO 2023;PSGO-P;Fac_CiSo;PSICOLOGIA;PSICOGERONTOLOGÍA;1;mañana;Lu-Vie;115;89;EN LINEA;26
MARZO 2023;RIEI-H;Fac_CiSo;COMUNICACIONES;REPORTAJE INTERPRETATIVO E INVESTIGATIVO;1;mañana;Lu-Vie;64;50;EN LINEA;14
MARZO 2023;RED2-E;Fac_InCa;INFORMATICA;REDES DE DATOS II;1;mañana;Lu-Vie;35;28;EN LINEA;7
MARZO 2023;DPJU-D;Fac_Der;DERECHO;DERECHO PENAL JUVENIL;1;mañana;Lu-Vie;65;50;EN LINEA;15
MARZO 2023;INGC2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES II;1;mañana;Lu-Mie-Vie;15;8;EN LINEA;7
MARZO 2023;ADCO-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE COMPRAS;1;mañana;Lu-Vie;44;41;EN LINEA;3
MARZO 2023;INI3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS III;1;mañana;Lu-Mie-Vie;41;35;EN LINEA;6
MARZO 2023;DEP1-D;Fac_Der;DERECHO;DERECHO PENAL I;1;mañana;Lu-Vie;53;40;EN LINEA;13
MARZO 2023;CYP-D;Fac_Der;DERECHO;CRIMINOLOGÍA Y LEY PENITENCIARIA;1;mañana;Lu-Vie;46;31;EN LINEA;15
MARZO 2023;DIPA-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;1;mañana;Lu-Vie;48;40;EN LINEA;8
MARZO 2023;INGC7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VII;1;mañana;Lu-Mie-Vie;20;13;EN LINEA;7
MARZO 2023;PPS1-H;Fac_CiSo;PSICOLOGIA;PRÁCTICAS PSICOLÓGICAS I;1;mañana;Lu-Vie;33;32;EN LINEA;1
MARZO 2023;IB2-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO II;1;mañana;Lu-Mie-Vie;58;40;EN LINEA;18
MARZO 2023;TEES-D;Fac_Der;DERECHO;TEORÍA DEL ESTADO;1;mañana;Lu-Vie;51;40;EN LINEA;11
MARZO 2023;COME-N;Fac_CiEmp;NEGOCIOS;COMERCIO ELECTRÓNICO;1;mañana;Lu-Vie;16;14;EN LINEA;2
MARZO 2023;PRAC-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL;1;mañana;Lu-Vie;56;49;EN LINEA;7
MARZO 2023;INGC1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES I;1;mañana;Lu-Mie-Vie;25;15;EN LINEA;10
MARZO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;1;mañana;Lu-Vie;129;67;EN LINEA;62
MARZO 2023;SIOP-T;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;1;mañana;Lu-Vie;24;21;EN LINEA;3
MARZO 2023;PRIPU-D;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;1;mañana;Lu-Vie;74;51;EN LINEA;23
MARZO 2023;INI5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS V;1;mañana;Lu-Mie-Vie;61;33;EN LINEA;28
MARZO 2023;LPDF-D;Fac_Der;DERECHO;LEYES PROCESALES DE FAMILIA;1;mañana;Lu-Vie;26;16;EN LINEA;10
MARZO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;31;19;PRESENCIAL;12
MARZO 2023;CYCOI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO III (CONTABILIDAD DE COSTOS);1;mañana;Lu-Mie-Vie;19;12;EN LINEA;7
MARZO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;2;mañana;Lu-Vie;39;31;EN LINEA;8
MARZO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;1;mañana;Lu-Mie-Vie;21;16;EN LINEA;5
MARZO 2023;II2-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO II;1;mañana;Lu-Mie-Vie;43;35;EN LINEA;8
MARZO 2023;CDC1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTABILIDAD Y COSTOS;1;mañana;Lu-Vie;66;33;EN LINEA;33
MARZO 2023;PRAD-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN RADIO;1;mañana;Lu-Vie;50;42;EN LINEA;8
MARZO 2023;DEP2-D;Fac_Der;DERECHO;DERECHO PENAL II;1;mañana;Lu-Vie;91;64;EN LINEA;27
MARZO 2023;MET2-E;Fac_InCa;INFORMATICA;MÉTODOS DE PROGRAMACIÓN II;1;mañana;Lu-Vie;38;30;EN LINEA;8
MARZO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;2;mañana;Lu-Mie-Vie;73;60;PRESENCIAL;13
MARZO 2023;PSEM-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;1;mañana;Lu-Vie;72;67;EN LINEA;5
MARZO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;2;mañana;Lu-Vie;75;56;PRESENCIAL;19
MARZO 2023;TAI3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL III;1;mañana;Lu-Mie-Vie;22;20;PRESENCIAL;2
MARZO 2023;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;1;mañana;Lu-Vie;67;47;EN LINEA;20
MARZO 2023;PROG3-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN III;1;mañana;Lu-Vie;43;30;EN LINEA;13
MARZO 2023;ADIN-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE INVERSIÓN;1;mañana;Lu-Vie;58;40;EN LINEA;18
MARZO 2023;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;1;mañana;Lu-Vie;54;47;PRESENCIAL;7
MARZO 2023;INGC5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES V;1;mañana;Lu-Mie-Vie;23;22;EN LINEA;1
MARZO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;2;mañana;Lu-Vie;58;47;PRESENCIAL;11
MARZO 2023;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;1;mañana;Lu-Vie;39;29;EN LINEA;10
MARZO 2023;PSAPA-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL APRENDIZAJE;1;mañana;Lu-Vie;36;30;PRESENCIAL;6
MARZO 2023;TED1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL I;4;mañana;Lu-Vie;59;54;PRESENCIAL;5
MARZO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;4;mañana;Lu-Vie;35;23;PRESENCIAL;12
MARZO 2023;INGC8-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VIII;1;mañana;Lu-Mie-Vie;11;8;EN LINEA;3
MARZO 2023;HARE-I;Fac_InCa;INFORMATICA;HARDWARE DE REDES;1;mañana;Lu-Vie;29;21;PRESENCIAL;8
MARZO 2023;FIS1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;2;mañana;Lu-Vie;68;55;PRESENCIAL;13
MARZO 2023;PRAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;PRESENTACIÓN ARQUITECTÓNICA;1;mañana;Lu-Vie;46;39;PRESENCIAL;7
MARZO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;3;mañana;Lu-Vie;87;50;PRESENCIAL;37
MARZO 2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;2;mañana;Lu-Vie;76;46;EN LINEA;30
MARZO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;4;mañana;Lu-Vie;50;42;PRESENCIAL;8
MARZO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;5;mañana;Lu-Vie;69;50;EN LINEA;19
MARZO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;2;mañana;Lu-Vie;87;73;PRESENCIAL;14
MARZO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;2;mañana;Lu-Vie;87;79;PRESENCIAL;8
MARZO 2023;ARCO-E;Fac_InCa;INFORMATICA;ARQUITECTURA DE COMPUTADORAS;1;mañana;Lu-Vie;38;32;PRESENCIAL;6
MARZO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;4;mañana;Lu-Vie;85;61;PRESENCIAL;24
MARZO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;2;mañana;Lu-Mie-Vie;54;33;EN LINEA;21
MARZO 2023;DIPC-I;Fac_CiSo;IDIOMAS;DISEÑO E IMPLEMENTACIÓN DE PLANES DE CLASES;1;mañana;Lu-Vie;20;18;PRESENCIAL;2
MARZO 2023;BAS1-I;Fac_InCa;INFORMATICA;BASES DE DATOS I;2;mañana;Lu-Vie;49;40;PRESENCIAL;9
MARZO 2023;INT7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO VII;1;mañana;Lu-Mie-Vie;12;8;EN LINEA;4
MARZO 2023;TED1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL I;2;mañana;Lu-Vie;49;42;PRESENCIAL;7
MARZO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;5;mañana;Lu-Vie;88;66;PRESENCIAL;22
MARZO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;1;mañana;Lu-Vie;28;20;EN LINEA;8
MARZO 2023;TAI1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL I;1;mañana;Lu-Mie-Vie;62;58;PRESENCIAL;4
MARZO 2023;INT1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS I;1;mañana;Lu-Mie-Vie;60;46;EN LINEA;14
MARZO 2023;INT5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO V;1;mañana;Lu-Mie-Vie;18;11;EN LINEA;7
MARZO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;8;mañana;Lu-Vie;89;70;PRESENCIAL;19
MARZO 2023;INT2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS II;1;mañana;Lu-Mie-Vie;21;13;EN LINEA;8
MARZO 2023;INT3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS III;1;mañana;Lu-Mie-Vie;14;10;EN LINEA;4
MARZO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;4;mañana;Lu-Mie-Vie;73;59;PRESENCIAL;14
MARZO 2023;FOPU-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA PUBLICITARIA;1;mañana;Lu-Vie;67;63;PRESENCIAL;4
MARZO 2023;BIOG-H;Fac_CiSo;PSICOLOGIA;BIOLOGÍA GENERAL;3;mañana;Lu-Vie;89;74;PRESENCIAL;15
MARZO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;80;70;PRESENCIAL;10
MARZO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;3;mañana;Lu-Vie;89;76;PRESENCIAL;13
MARZO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;8;mañana;Lu-Vie;30;17;EN LINEA;13
MARZO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;6;mañana;Lu-Vie;98;82;EN LINEA;16
MARZO 2023;PPT1-H;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA I;1;mañana;Lu-Vie;31;18;EN LINEA;13
MARZO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;7;mañana;Lu-Vie;89;69;PRESENCIAL;20
MARZO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;6;mañana;Lu-Vie;87;77;PRESENCIAL;10
MARZO 2023;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;3;mañana;Lu-Vie;21;16;PRESENCIAL;5
MARZO 2023;PROG1-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;3;mañana;Lu-Vie;67;59;PRESENCIAL;8
MARZO 2023;NEUP-H;Fac_CiSo;PSICOLOGIA;NEURO PSICOLOGÍA;1;mañana;Lu-Vie;34;27;PRESENCIAL;7
MARZO 2023;PROE-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN ORIENTADA A OBJETOS;1;mañana;Lu-Vie;55;42;PRESENCIAL;13
MARZO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;4;mañana;Lu-Vie;33;20;PRESENCIAL;13
MARZO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;5;mañana;Lu-Vie;98;92;PRESENCIAL;6
MARZO 2023;ALG1-E;Fac_InCa;INFORMATICA;ALGORITMOS I;3;mañana;Lu-Vie;88;78;PRESENCIAL;10
MARZO 2023;ALG1-E;Fac_InCa;INFORMATICA;ALGORITMOS I;7;mañana;Lu-Vie;67;46;PRESENCIAL;21
MARZO 2023;TECG-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TEORÍA DE LA COMUNICACIÓN GRÁFICA;1;mañana;Lu-Vie;35;31;PRESENCIAL;4
MARZO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;3;mañana;Lu-Vie;88;78;PRESENCIAL;10
MARZO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;8;mañana;Lu-Vie;29;18;PRESENCIAL;11
MARZO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;17;mañana;Lu-Vie;89;67;PRESENCIAL;22
MARZO 2023;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;1;mañana;Lu-Vie;49;45;PRESENCIAL;4
MARZO 2023;TCOM-H;Fac_CiSo;COMUNICACIONES;TEORÍA DE LA COMUNICACIÓN;2;mañana;Lu-Vie;82;63;PRESENCIAL;19
MARZO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;2;mañana;Lu-Vie;36;31;PRESENCIAL;5
MARZO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;1;mañana;Lu-Vie;89;80;PRESENCIAL;9
MARZO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;5;mañana;Lu-Vie;77;57;PRESENCIAL;20
MARZO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;7;mañana;Lu-Vie;89;81;PRESENCIAL;8
MARZO 2023;BIOG-H;Fac_CiSo;PSICOLOGIA;BIOLOGÍA GENERAL;1;mañana;Lu-Vie;87;71;PRESENCIAL;16
MARZO 2023;BIOG-H;Fac_CiSo;PSICOLOGIA;BIOLOGÍA GENERAL;4;mañana;Lu-Vie;46;35;PRESENCIAL;11
MARZO 2023;TED2-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL II;1;mañana;Lu-Vie;37;31;PRESENCIAL;6
MARZO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;23;tarde;Lu-Vie;26;21;EN LINEA;5
MARZO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;8;tarde;Lu-Vie;72;68;EN LINEA;4
MARZO 2023;EBAS-T;Fac_InCa;INFORMATICA;ELECTRICIDAD BÁSICA;1;mañana;Lu-Vie;26;20;PRESENCIAL;6
MARZO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;10;tarde;Lu-Vie;35;23;EN LINEA;12
MARZO 2023;ADM1-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN I;6;tarde;Lu-Vie;37;25;EN LINEA;12
MARZO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;1;mañana;Lu-Mie-Vie;52;42;PRESENCIAL;10
MARZO 2023;ADM1-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN I;2;mañana;Lu-Vie;89;78;PRESENCIAL;11
MARZO 2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;4;tarde;Vie;127;106;EN LINEA;21
MARZO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;8;tarde;Vie;98;64;EN LINEA;34
MARZO 2023;DIA1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO AMBIENTAL I;1;tarde;Vie;39;32;EN LINEA;7
MARZO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;10;tarde;Vie;130;87;EN LINEA;43
MARZO 2023;FONO-I;Fac_CiSo;IDIOMAS;FONOLOGÍA;1;tarde;Vie;48;41;EN LINEA;7
MARZO 2023;GERE-H;Fac_CiEmp;NEGOCIOS;GERENCIA;2;tarde;Vie;52;37;EN LINEA;15
MARZO 2023;RED1-E;Fac_InCa;INFORMATICA;REDES DE DATOS I;2;tarde;Vie;53;47;EN LINEA;6
MARZO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;12;tarde;Vie;125;105;EN LINEA;20
MARZO 2023;DIPA-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;2;tarde;Vie;51;47;EN LINEA;4
MARZO 2023;POIC-N;Fac_CiEmp;NEGOCIOS;POLÍTICA INTERNACIONAL COMERCIAL;1;tarde;Vie;29;27;EN LINEA;2
MARZO 2023;ANAD-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS ADMINISTRATIVO;2;tarde;Vie;95;78;EN LINEA;17
MARZO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;7;tarde;Vie;129;75;EN LINEA;54
MARZO 2023;ESEV-H;Fac_CiSo;IDIOMAS;ESTRATEGIA DE EVALUACIÓN;1;tarde;Vie;56;41;EN LINEA;15
MARZO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;12;tarde;Vie;85;74;EN LINEA;11
MARZO 2023;FIS1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;4;tarde;Vie;97;58;EN LINEA;39
MARZO 2023;SSMM-A;Fac_CiSo;ANTROPOLOGIA;SEMINARIO SOBRE SITIOS MONUMENTALES, HISTÓRICOS Y MUSEOLOGÍA;1;tarde;Vie;28;22;EN LINEA;6
MARZO 2023;DCO2-D;Fac_Der;DERECHO;DERECHO CONSTITUCIONAL II / PROCEDIMIENTOS CONSTITUCIONALES;3;tarde;Vie;72;68;EN LINEA;4
MARZO 2023;ET3Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;AUDITORÍA DE GESTIÓN DE LA CALIDAD (ETC3);1;tarde;Vie;42;40;EN LINEA;2
MARZO 2023;SEIN-H;Fac_CiSo;PSICOLOGIA;SEMINARIO DE INVESTIGACIÓN;1;tarde;Vie;110;98;EN LINEA;12
MARZO 2023;DEC4-D06;Fac_Der;DERECHO;DERECHO CIVIL IV;1;tarde;Vie;72;63;EN LINEA;9
MARZO 2023;FIS2-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA II;3;tarde;Vie;72;39;EN LINEA;33
MARZO 2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;6;tarde;Vie;87;67;EN LINEA;20
